LUGAR	HORA	FECHA	Alcatraz adulto	Alcatraz inmaduro	Alcatraz juvenil	Gaviota patiamarilla	Gaviota sombr¡a	Gaviota arg‚ntea europea	Gaviota c spica	Gaviota reidora	Gaviota trid ctila	Gaviota cabecinegra	Gaviota cana	Gaviota enana	Gavi¢n atl ntico	Gavi¢n hiperb¢reo	Gaviota peque¤a	Pardela balear	Pardela mediterr nea	Pardela pichoneta	Pardela sombr¡a	Pardela cenicienta	Pardela capirotada	Pardela sp	Pa¡¤o europeo	Pa¡¤o boreal	Fulmar boreal	Cormor n mo¤udo	Alcarao	Arao com£n	Alca com£n	Frailecillo atl ntico	M‚rgulo atl ntico	P galo grande	P galo pomarino	P galo par sito	P galo rabero	Negr¢n com£n	Negr¢n especulado	Barnacla carinegra	Tarro blanco	µnade	µnade azul¢n	Cerceta com£n	µnade rabudo	Silb¢n europeo	Pato havelda	Cuchara com£n	Sterna sp	Charr n com£n	Charr n comic	Charr n patinegro	Fumarel com£n	Pagaza piquirroja	Pagaza piconegra	Lim¡cola	Vuelvepiedras com£n	Avoceta com£n	Aguja colipinta	Chorlito gris	Chorlito dorado europeo	Chorlitejo chico	Chorlitejo grande	Falaropo picogrueso	Archibebe com£n	Zarapito trinador	Zarapito real	Zarapito ?	Correlimos sp	Andarr¡os chico	Ostrero euroasi tico	Esp tula	Garceta com£n	Garceta grande	Garza real	Garza imperial	Garcilla bueyera	Colimbo grande	Colimbo chico	Colimbo  rtico	Cormor n grande	Fring¡lido	Jilguero	Lavandera blanca	Lavandera boyera	Lavandera cascade¤a	Urraca	Cuervo grande	µguila pescadora	Aguilucho p lido	Golondrina com£n	Avi¢n com£n	Vencejo com£n	Tortola europea	Alaudido	Alondra com£n	Pinz¢n vulgar	Bisbita	Bisbita pratense	Busardo ratonero	Mart¡n pescador	Halc¢n peregrino	Mosquitero musical	Paloma torcaz	Zorzal alirrojo	Zorzal com£n	Petirrojo	Colirrojo tiz¢n	Verder¢n com£n	Milano negro	Delf¡n mular	Delf¡n com£n	Marsopa	Yubarta	Delf¡n	Pez luna	T£nido	At£n rojo
BIMEP BAJO W	10:45-11:15	11/11/2019																																																																																																																				
BIMEP BAJO A	10:45-11:15	11/11/2019																																																																																																																				
BIMEP BAJO E	10:45-11:15	11/11/2019																																																																																																																				
BIMEP ALTO W	10:45-11:15	11/11/2019																																																																																																																				
BIMEP ALTO E	10:45-11:15	11/11/2019																																																																																																																				
POSBIMEP W	10:45-11:15	11/11/2019																																																																																																																				
POSBIMEP A	10:45-11:15	11/11/2019																																																																																																																				
POSBIMEP E	10:45-11:15	11/11/2019																																																																																																																				
PREBIMEP W	11:15-11:45	11/11/2019	1		1	32	11								1																																																																		7															20																						
PREBIMEP A	11:15-11:45	11/11/2019																																																																																																																				
PREBIMEP E	11:15-11:45	11/11/2019				1	1																																																																										1																																					
BIMEP BAJO W	11:15-11:45	11/11/2019																																																																																																																				
BIMEP BAJO A	11:15-11:45	11/11/2019																																																																																																																				
BIMEP BAJO E	11:15-11:45	11/11/2019																																																																																																																				
BIMEP ALTO W	11:15-11:45	11/11/2019																																																																																																																				
BIMEP ALTO E	11:15-11:45	11/11/2019																																																																																																																				
POSBIMEP W	11:15-11:45	11/11/2019																																																																																																																				
POSBIMEP A	11:15-11:45	11/11/2019																																																																																																																				
POSBIMEP E	11:15-11:45	11/11/2019																																																																																																																				
PREBIMEP W	11:45-12:15	11/11/2019	1			28	14																																																																										1																																					
PREBIMEP A	11:45-12:15	11/11/2019																																																																																																																				
PREBIMEP E	11:45-12:15	11/11/2019				38			1																																																																																																													
BIMEP BAJO W	11:45-12:15	11/11/2019																																																																																																																				
BIMEP BAJO A	11:45-12:15	11/11/2019																																																																																																																				
BIMEP BAJO E	11:45-12:15	11/11/2019																																																																																																																				
BIMEP ALTO W	11:45-12:15	11/11/2019																																																																																																																				
BIMEP ALTO E	11:45-12:15	11/11/2019																																																																																																																				
POSBIMEP W	11:45-12:15	11/11/2019																																																																																																																				
POSBIMEP A	11:45-12:15	11/11/2019																																																																																																																				
POSBIMEP E	11:45-12:15	11/11/2019																																																																																																																				
PREBIMEP W	14:45-15:15	11/11/2019	19	4		15	10																																																																																																															
PREBIMEP A	14:45-15:15	11/11/2019																																																																																																																				
PREBIMEP E	14:45-15:15	11/11/2019																																																																																																																				
BIMEP BAJO W	14:45-15:15	11/11/2019	60	2							2	13																	5	2		1														125		15																																																																						
BIMEP BAJO A	14:45-15:15	11/11/2019																																																																																																																				
BIMEP BAJO E	14:45-15:15	11/11/2019																																																																																																																				
BIMEP ALTO W	14:45-15:15	11/11/2019																																																																																																																				
BIMEP ALTO E	14:45-15:15	11/11/2019																																																																																																																				
POSBIMEP W	14:45-15:15	11/11/2019																																																																																																																				
POSBIMEP A	14:45-15:15	11/11/2019																																																																																																																				
POSBIMEP E	14:45-15:15	11/11/2019																																																																																																																				
PREBIMEP W	15:15-15:45	11/11/2019	22	5		2	1			1		1																																																																																																										
PREBIMEP A	15:15-15:45	11/11/2019																																																																																																																				
PREBIMEP E	15:15-15:45	11/11/2019																																																																																																																				
BIMEP BAJO W	15:15-15:45	11/11/2019	65	6								3		1				2												2	3					1															1																																																																			
BIMEP BAJO A	15:15-15:45	11/11/2019																																																																																																																				
BIMEP BAJO E	15:15-15:45	11/11/2019																																																																																																																				
BIMEP ALTO W	15:15-15:45	11/11/2019																																																																																																																				
BIMEP ALTO E	15:15-15:45	11/11/2019																																																																																																																				
POSBIMEP W	15:15-15:45	11/11/2019																																																																																																																				
POSBIMEP A	15:15-15:45	11/11/2019																																																																																																																				
POSBIMEP E	15:15-15:45	11/11/2019																																																																																																																				
PREBIMEP W	15:45-16:15	11/11/2019	6	1		17	2																											1																																																																				2																
PREBIMEP A	15:45-16:15	11/11/2019																																																																																																																				
PREBIMEP E	15:45-16:15	11/11/2019																																																																																																																				
BIMEP BAJO W	15:45-16:15	11/11/2019	89	11	2						3							2																												20		48																																																																						
BIMEP BAJO A	15:45-16:15	11/11/2019																																																																																																																				
BIMEP BAJO E	15:45-16:15	11/11/2019																																																																																																																				
BIMEP ALTO W	15:45-16:15	11/11/2019																																																																																																																				
BIMEP ALTO E	15:45-16:15	11/11/2019																																																																																																																				
POSBIMEP W	15:45-16:15	11/11/2019																																																																																																																				
POSBIMEP A	15:45-16:15	11/11/2019																																																																																																																				
POSBIMEP E	15:45-16:15	11/11/2019																																																																																																																				
PREBIMEP W	16:15-16:45	11/11/2019	4	2		29	3																																																																																																															
PREBIMEP A	16:15-16:45	11/11/2019																																																																																																																				
PREBIMEP E	16:15-16:45	11/11/2019																																																																																																																				
BIMEP BAJO W	16:15-16:45	11/11/2019	95	17	1							3																			4					2																																																																																		
BIMEP BAJO A	16:15-16:45	11/11/2019																																																																																																																				
BIMEP BAJO E	16:15-16:45	11/11/2019																																																																																																																				
BIMEP ALTO W	16:15-16:45	11/11/2019																																																																																																																				
BIMEP ALTO E	16:15-16:45	11/11/2019																																																																																																																				
POSBIMEP W	16:15-16:45	11/11/2019	14																																																																																																																			
POSBIMEP A	16:15-16:45	11/11/2019																																																																																																																				
POSBIMEP E	16:15-16:45	11/11/2019																																																																																																																				
PREBIMEP W	9:30-10:00	28/11/2019				12	3																																																																																																															
PREBIMEP A	9:30-10:00	28/11/2019																																																																																																																				
PREBIMEP E	9:30-10:00	28/11/2019				1																																																																																																																
BIMEP BAJO W	9:30-10:00	28/11/2019	46	2	1													26													14			2		1																																																																																		
BIMEP BAJO A	9:30-10:00	28/11/2019																																																																																																																				
BIMEP BAJO E	9:30-10:00	28/11/2019	1															4																																																																																																				
BIMEP ALTO W	9:30-10:00	28/11/2019																																																																																																																				
BIMEP ALTO E	9:30-10:00	28/11/2019																																																																																																																				
POSBIMEP W	9:30-10:00	28/11/2019																																																																																																																				
POSBIMEP A	9:30-10:00	28/11/2019																																																																																																																				
POSBIMEP E	9:30-10:00	28/11/2019																																																																																																																				
PREBIMEP W	10:00-10:30	28/11/2019	2			15					1																																																																																																											
PREBIMEP A	10:00-10:30	28/11/2019																																																																																																																				
PREBIMEP E	10:00-10:30	28/11/2019																																																																																																																				
BIMEP BAJO W	10:00-10:30	28/11/2019	48	6		2												23																													2																																																																							
BIMEP BAJO A	10:00-10:30	28/11/2019																																																																																																																				
BIMEP BAJO E	10:00-10:30	28/11/2019	1			3												2																																																																																																				
BIMEP ALTO W	10:00-10:30	28/11/2019																																																																																																																				
BIMEP ALTO E	10:00-10:30	28/11/2019																																																																																																																				
POSBIMEP W	10:00-10:30	28/11/2019																																																																																																																				
POSBIMEP A	10:00-10:30	28/11/2019																																																																																																																				
POSBIMEP E	10:00-10:30	28/11/2019																																																																																																																				
PREBIMEP W	10:30-11:00	28/11/2019	1			13	2																																																																																																															
PREBIMEP A	10:30-11:00	28/11/2019																																																																																																																				
PREBIMEP E	10:30-11:00	28/11/2019																																																																																																																				
BIMEP BAJO W	10:30-11:00	28/11/2019	23	4	1	6												5													8	12																																																																																						
BIMEP BAJO A	10:30-11:00	28/11/2019																																																																																																																				
BIMEP BAJO E	10:30-11:00	28/11/2019	2															1																																																																																																				
BIMEP ALTO W	10:30-11:00	28/11/2019																																																																																																																				
BIMEP ALTO E	10:30-11:00	28/11/2019																																																																																																																				
POSBIMEP W	10:30-11:00	28/11/2019	5																																																																																																																			
POSBIMEP A	10:30-11:00	28/11/2019																																																																																																																				
POSBIMEP E	10:30-11:00	28/11/2019																																																																																																																				
PREBIMEP W	11:00-11:30	28/11/2019				3	3																																																																																																															
PREBIMEP A	11:00-11:30	28/11/2019																																																																																																																				
PREBIMEP E	11:00-11:30	28/11/2019				2																																																																																																																
BIMEP BAJO W	11:00-11:30	28/11/2019	14	7	3													2												4	6	2																																																																																						
BIMEP BAJO A	11:00-11:30	28/11/2019																																																																																																																				
BIMEP BAJO E	11:00-11:30	28/11/2019																36												1	4																																																	1																																						
BIMEP ALTO W	11:00-11:30	28/11/2019																																																																																																																				
BIMEP ALTO E	11:00-11:30	28/11/2019																																																																																																																				
POSBIMEP W	11:00-11:30	28/11/2019																																																																																																																				
POSBIMEP A	11:00-11:30	28/11/2019																																																																																																																				
POSBIMEP E	11:00-11:30	28/11/2019																																																																																																																				
PREBIMEP W	11:30-12:00	28/11/2019																																																																																																																				
PREBIMEP A	11:30-12:00	28/11/2019																																																																																																																				
PREBIMEP E	11:30-12:00	28/11/2019																																																																																																																				
BIMEP BAJO W	11:30-12:00	28/11/2019	57	8	2																										2																																																																																							
BIMEP BAJO A	11:30-12:00	28/11/2019																																																																																																																				
BIMEP BAJO E	11:30-12:00	28/11/2019																20																																																																																																				
BIMEP ALTO W	11:30-12:00	28/11/2019																																																																																																																				
BIMEP ALTO E	11:30-12:00	28/11/2019																																																																																																																				
POSBIMEP W	11:30-12:00	28/11/2019	2																																																																																																																			
POSBIMEP A	11:30-12:00	28/11/2019																																																																																																																				
POSBIMEP E	11:30-12:00	28/11/2019																																																																																																																				
PREBIMEP W	12:00-12:30	28/11/2019	1		1	1	1																																																																																																															
PREBIMEP A	12:00-12:30	28/11/2019																																																																																																																				
PREBIMEP E	12:00-12:30	28/11/2019																																																																																																																				
BIMEP BAJO W	12:00-12:30	28/11/2019	40	10	1													1											1		3																																															1																																								
BIMEP BAJO A	12:00-12:30	28/11/2019																																																																																																																				
BIMEP BAJO E	12:00-12:30	28/11/2019																8																																																																																																				
BIMEP ALTO W	12:00-12:30	28/11/2019																																																																																																																				
BIMEP ALTO E	12:00-12:30	28/11/2019																																																																																																																				
POSBIMEP W	12:00-12:30	28/11/2019																																																																																																																				
POSBIMEP A	12:00-12:30	28/11/2019																																																																																																																				
POSBIMEP E	12:00-12:30	28/11/2019																																																																																																																				
PREBIMEP W	14:30-15:00	28/11/2019	2			4	9																																																																																																															
PREBIMEP A	14:30-15:00	28/11/2019																																																																																																																				
PREBIMEP E	14:30-15:00	28/11/2019				1	1																																																																																																															
BIMEP BAJO W	14:30-15:00	28/11/2019	24	6														2																																																																																																				
BIMEP BAJO A	14:30-15:00	28/11/2019																																																																																																																				
BIMEP BAJO E	14:30-15:00	28/11/2019																3																																																																																																				
BIMEP ALTO W	14:30-15:00	28/11/2019																																																																																																																				
BIMEP ALTO E	14:30-15:00	28/11/2019																																																																																																																				
POSBIMEP W	14:30-15:00	28/11/2019	7	1																																																																																																																		
POSBIMEP A	14:30-15:00	28/11/2019																																																																																																																				
POSBIMEP E	14:30-15:00	28/11/2019																																																																																																																				
PREBIMEP W	15:00-15:30	28/11/2019	2	1	1	9	14					3																																																																																																										
PREBIMEP A	15:00-15:30	28/11/2019																																																																																																																				
PREBIMEP E	15:00-15:30	28/11/2019				1																																																																																																																
BIMEP BAJO W	15:00-15:30	28/11/2019	90	10	2		1											25																																																																																																				
BIMEP BAJO A	15:00-15:30	28/11/2019																																																																																																																				
BIMEP BAJO E	15:00-15:30	28/11/2019																																																																																																																				
BIMEP ALTO W	15:00-15:30	28/11/2019	5				1					1																																																																																																										
BIMEP ALTO E	15:00-15:30	28/11/2019																																																																																																																				
POSBIMEP W	15:00-15:30	28/11/2019	8																																																																																																																			
POSBIMEP A	15:00-15:30	28/11/2019																																																																																																																				
POSBIMEP E	15:00-15:30	28/11/2019																																																																																																																				
PREBIMEP W	15:30-16:00	28/11/2019		1		2	5																																																																																																															
PREBIMEP A	15:30-16:00	28/11/2019																																																																																																																				
PREBIMEP E	15:30-16:00	28/11/2019				4																																																																																																																
BIMEP BAJO W	15:30-16:00	28/11/2019	85	15	1							8						17																																																																																																				
BIMEP BAJO A	15:30-16:00	28/11/2019																																																																																																																				
BIMEP BAJO E	15:30-16:00	28/11/2019																6																																																																																																				
BIMEP ALTO W	15:30-16:00	28/11/2019	5																																																																																																																			
BIMEP ALTO E	15:30-16:00	28/11/2019																																																																																																																				
POSBIMEP W	15:30-16:00	28/11/2019	1																																																																																																																			
POSBIMEP A	15:30-16:00	28/11/2019																																																																																																																				
POSBIMEP E	15:30-16:00	28/11/2019																																																																																																																				
PREBIMEP W	16:00-16:30	28/11/2019	2			3	1																																																																																																															
PREBIMEP A	16:00-16:30	28/11/2019																																																																																																																				
PREBIMEP E	16:00-16:30	28/11/2019				1																																																																																																																
BIMEP BAJO W	16:00-16:30	28/11/2019	21	4								2						37																																																																																																				
BIMEP BAJO A	16:00-16:30	28/11/2019																																																																																																																				
BIMEP BAJO E	16:00-16:30	28/11/2019																5																																																																																																				
BIMEP ALTO W	16:00-16:30	28/11/2019																																																																																																																				
BIMEP ALTO E	16:00-16:30	28/11/2019																																																																																																																				
POSBIMEP W	16:00-16:30	28/11/2019																																																																																																																				
POSBIMEP A	16:00-16:30	28/11/2019																																																																																																																				
POSBIMEP E	16:00-16:30	28/11/2019																																																																																																																				
PREBIMEP W	16:30-17:00	28/11/2019	1	1																																																																																																																		
PREBIMEP A	16:30-17:00	28/11/2019																																																																																																																				
PREBIMEP E	16:30-17:00	28/11/2019				1																																																																																																																
BIMEP BAJO W	16:30-17:00	28/11/2019	2																																																																																																																			
BIMEP BAJO A	16:30-17:00	28/11/2019																																																																																																																				
BIMEP BAJO E	16:30-17:00	28/11/2019																																																																																																																				
BIMEP ALTO W	16:30-17:00	28/11/2019																																																																																																																				
BIMEP ALTO E	16:30-17:00	28/11/2019																																																																																																																				
POSBIMEP W	16:30-17:00	28/11/2019																																																																																																																				
POSBIMEP A	16:30-17:00	28/11/2019																																																																																																																				
POSBIMEP E	16:30-17:00	28/11/2019																																																																																																																				
PREBIMEP W	9:15-9:45	13/12/2019	1			7	3																																																																																																															
PREBIMEP A	9:15-9:45	13/12/2019																																																																																																																				
PREBIMEP E	9:15-9:45	13/12/2019	1			13	2																					1																																																																																										
BIMEP BAJO W	9:15-9:45	13/12/2019	67	2																														4																																																																																				
BIMEP BAJO A	9:15-9:45	13/12/2019																																																																																																																				
BIMEP BAJO E	9:15-9:45	13/12/2019																																																																																																																				
BIMEP ALTO W	9:15-9:45	13/12/2019																																																																																																																				
BIMEP ALTO E	9:15-9:45	13/12/2019																																																																																																																				
POSBIMEP W	9:15-9:45	13/12/2019																																																																																																																				
POSBIMEP A	9:15-9:45	13/12/2019																																																																																																																				
POSBIMEP E	9:15-9:45	13/12/2019																																																																																																																				
PREBIMEP W	9:45-10:15	13/12/2019	1			6																																																										2																																																						
PREBIMEP A	9:45-10:15	13/12/2019																																																																																																																				
PREBIMEP E	9:45-10:15	13/12/2019				10	1																					2																																																																																										
BIMEP BAJO W	9:45-10:15	13/12/2019	55	3																																																																																																																		
BIMEP BAJO A	9:45-10:15	13/12/2019																																																																																																																				
BIMEP BAJO E	9:45-10:15	13/12/2019				2																																																																																																																
BIMEP ALTO W	9:45-10:15	13/12/2019																																																																																																																				
BIMEP ALTO E	9:45-10:15	13/12/2019																																																																																																																				
POSBIMEP W	9:45-10:15	13/12/2019																																																																																																																				
POSBIMEP A	9:45-10:15	13/12/2019																																																																																																																				
POSBIMEP E	9:45-10:15	13/12/2019																																																																																																																				
PREBIMEP W	10:15-10:45	13/12/2019	2			17	2								1																																																																																																							
PREBIMEP A	10:15-10:45	13/12/2019																																																																																																																				
PREBIMEP E	10:15-10:45	13/12/2019																																						1																																																																														
BIMEP BAJO W	10:15-10:45	13/12/2019	65	4																																																																																																																		
BIMEP BAJO A	10:15-10:45	13/12/2019																																																																																																																				
BIMEP BAJO E	10:15-10:45	13/12/2019																																																																																																																				
BIMEP ALTO W	10:15-10:45	13/12/2019																																																																																																																				
BIMEP ALTO E	10:15-10:45	13/12/2019																																																																																																																				
POSBIMEP W	10:15-10:45	13/12/2019																																																																																																																				
POSBIMEP A	10:15-10:45	13/12/2019																																																																																																																				
POSBIMEP E	10:15-10:45	13/12/2019																																																																																																																				
PREBIMEP W	10:45-11:15	13/12/2019	13	1		28	1								1																																																																																																							
PREBIMEP A	10:45-11:15	13/12/2019																																																																																																																				
PREBIMEP E	10:45-11:15	13/12/2019																																																																																																																				
BIMEP BAJO W	10:45-11:15	13/12/2019	66	2																																																																																																																		
BIMEP BAJO A	10:45-11:15	13/12/2019																																																																																																																				
BIMEP BAJO E	10:45-11:15	13/12/2019																																																																																																																				
BIMEP ALTO W	10:45-11:15	13/12/2019																																																																																																																				
BIMEP ALTO E	10:45-11:15	13/12/2019																																																																																																																				
POSBIMEP W	10:45-11:15	13/12/2019																																																																																																																				
POSBIMEP A	10:45-11:15	13/12/2019																																																																																																																				
POSBIMEP E	10:45-11:15	13/12/2019																																																																																																																				
PREBIMEP W	11:45-11:45	13/12/2019	6			7	3									1																																																																																																						
PREBIMEP A	11:45-11:45	13/12/2019																																																																																																																				
PREBIMEP E	11:45-11:45	13/12/2019																																																																																																																				
BIMEP BAJO W	11:45-11:45	13/12/2019	39	10																														1																																																																																				
BIMEP BAJO A	11:45-11:45	13/12/2019																																																																																																																				
BIMEP BAJO E	11:45-11:45	13/12/2019																																																																																																																				
BIMEP ALTO W	11:45-11:45	13/12/2019																																																																																																																				
BIMEP ALTO E	11:45-11:45	13/12/2019																																																																																																																				
POSBIMEP W	11:45-11:45	13/12/2019																																																																																																																				
POSBIMEP A	11:45-11:45	13/12/2019																																																																																																																				
POSBIMEP E	11:45-11:45	13/12/2019																																																																																																																				
PREBIMEP W	11:45-12:15	13/12/2019	9	1		12	4											1																																																																																																				
PREBIMEP A	11:45-12:15	13/12/2019																																																																																																																				
PREBIMEP E	11:45-12:15	13/12/2019				1																																																																																																																
BIMEP BAJO W	11:45-12:15	13/12/2019	48	7																																																																																																																		
BIMEP BAJO A	11:45-12:15	13/12/2019																																																																																																																				
BIMEP BAJO E	11:45-12:15	13/12/2019																																																																																																																				
BIMEP ALTO W	11:45-12:15	13/12/2019																																																																																																																				
BIMEP ALTO E	11:45-12:15	13/12/2019																																																																																																																				
POSBIMEP W	11:45-12:15	13/12/2019																																																																																																																				
POSBIMEP A	11:45-12:15	13/12/2019																																																																																																																				
POSBIMEP E	11:45-12:15	13/12/2019																																																																																																																				
PREBIMEP W	14:25-14:55	13/12/2019	610	3		29	3			3								6			1													1																																																																																				
PREBIMEP A	14:25-14:55	13/12/2019																																																																																																																				
PREBIMEP E	14:25-14:55	13/12/2019																																																																																																																				
BIMEP BAJO W	14:25-14:55	13/12/2019	165																		3										1			1																																																																																				
BIMEP BAJO A	14:25-14:55	13/12/2019																																																																																																																				
BIMEP BAJO E	14:25-14:55	13/12/2019																																																																																																																				
BIMEP ALTO W	14:25-14:55	13/12/2019																																																																																																																				
BIMEP ALTO E	14:25-14:55	13/12/2019																																																																																																																				
POSBIMEP W	14:25-14:55	13/12/2019																																																																																																																				
POSBIMEP A	14:25-14:55	13/12/2019																																																																																																																				
POSBIMEP E	14:25-14:55	13/12/2019																																																																																																																				
PREBIMEP W	14:55-15:25	13/12/2019	965	206	5	19	12																																																																																																															
PREBIMEP A	14:55-15:25	13/12/2019																																																																																																																				
PREBIMEP E	14:55-15:25	13/12/2019				1																																																																																																																
BIMEP BAJO W	14:55-15:25	13/12/2019			1		1														8																																																																																																	
BIMEP BAJO A	14:55-15:25	13/12/2019																																																																																																																				
BIMEP BAJO E	14:55-15:25	13/12/2019																																																																																																																				
BIMEP ALTO W	14:55-15:25	13/12/2019																																																																																																																				
BIMEP ALTO E	14:55-15:25	13/12/2019																																																																																																																				
POSBIMEP W	14:55-15:25	13/12/2019																																																																																																																				
POSBIMEP A	14:55-15:25	13/12/2019																																																																																																																				
POSBIMEP E	14:55-15:25	13/12/2019																																																																																																																				
PREBIMEP W	15:25-15:55	13/12/2019	580		1	4	1																																																																								1																																							
PREBIMEP A	15:25-15:55	13/12/2019																																																																																																																				
PREBIMEP E	15:25-15:55	13/12/2019																										2																																																																																										
BIMEP BAJO W	15:25-15:55	13/12/2019	46																																																																																																																			
BIMEP BAJO A	15:25-15:55	13/12/2019																																																																																																																				
BIMEP BAJO E	15:25-15:55	13/12/2019																																																																																																																				
BIMEP ALTO W	15:25-15:55	13/12/2019																																																																																																																				
BIMEP ALTO E	15:25-15:55	13/12/2019																																																																																																																				
POSBIMEP W	15:25-15:55	13/12/2019																																																																																																																				
POSBIMEP A	15:25-15:55	13/12/2019																																																																																																																				
POSBIMEP E	15:25-15:55	13/12/2019																																																																																																																				
PREBIMEP W	15:55-16:25	13/12/2019	225																							1																																																																																												
